localID,id,TweetText,time,impressions,engagements,retweets,replies,likes,year,month,day,hour,effective
118,92800118,@PeteButtigieg I had to create a dream where... it was safe to be bold.  it was safe to be strong.  it was safe to be broken.  it was safe to not know all the answers... but to just do your best to find the right answers.,2019-06-28 10:59 +0000,33,0,0,0,0,2019,6,28,10,no
119,92800119,@PeteButtigieg I decided to be the first penguin (reference to The Last Lecture).  learning to truly feel my feelings... I couldn't do it for myself.  That was too scary.,2019-06-28 10:58 +0000,32,0,0,0,0,2019,6,28,10,no
120,92800120,"@PeteButtigieg So, I came up with this silly plan to be smarter than my brain.  I know, very crazy.",2019-06-28 10:57 +0000,34,0,0,0,0,2019,6,28,10,no
121,92800121,"@PeteButtigieg Sure it feels like a dream... but who cares.  Your friends may freak out.  Your family might think you are crazy.  And... well, be bold... but be careful.  be mindful.  be wise.  And you can only do that if you know how to master your emoti",2019-06-28 10:57 +0000,56,0,0,0,0,2019,6,28,10,no
122,92800122,"@PeteButtigieg Don't let that impede you from trying anyways.  Because everyone before you had to be bold and say ""it's my time.""  And sometimes we push ourselves farther because... we know deep down inside... yes it's uncomfortable... but there is a payo",2019-06-28 10:55 +0000,51,2,0,0,0,2019,6,28,10,yes
123,92800123,"@PeteButtigieg And Pete, yeah you are young.  But here is the thing... and take it from an analyst that is really good at what he does.",2019-06-28 10:54 +0000,46,1,0,0,0,2019,6,28,10,yes
124,92800124,@PeteButtigieg So to our young voters... be wise.  Be the ones to see it from both sides.  And make a mindful decisions.,2019-06-28 10:54 +0000,28,0,0,0,0,2019,6,28,10,no
125,92800125,@PeteButtigieg People who want to help become politicians because they are young and idealistic.  And then as they age... they just want to maintain the system that they built because they know it inside and out and trust it.  And they forget how to see,2019-06-28 10:53 +0000,53,0,0,0,0,2019,6,28,10,no
126,92800126,"@PeteButtigieg both Republicans and their Democrats want what is best for their country.  But too often, they put themselves first.  I would say the vast majority put themselves first.  VAST.  And it's kinda our fault.",2019-06-28 10:52 +0000,41,0,0,0,0,2019,6,28,10,no
127,92800127,@PeteButtigieg And we send them home.  And we ask them to live by a civilized society's rules.  And we FORGET about their service.  WE FORGET.  And it should be criminal.,2019-06-28 10:50 +0000,45,0,0,0,0,2019,6,28,10,no
128,92800128,"@PeteButtigieg THEY DON'T KNOW HOW TO HANDLE THEIR ANXIETY!  And it's OUR fault.  It's the governments fault.  It's the voters fault.  It's MY fault.  Because we were all complicit.  We allowed it to happen, Pete.",2019-06-28 10:49 +0000,34,0,0,0,0,2019,6,28,10,no
129,92800129,@PeteButtigieg We ask them to go there and be inhumane and to stop listening to their feelings until one day they are dead inside.  DEAD INSIDE.  and you suffer in silence for years.  decades.,2019-06-28 10:48 +0000,35,2,0,0,0,2019,6,28,10,yes
130,92800130,@PeteButtigieg We allow our politicians to send our youngest and our brightest and our poorest and our most conciencious people to difficult places... and ask them to push their bodies and minds beyond what any reasonable person would consider safe...,2019-06-28 10:48 +0000,73,0,0,0,0,2019,6,28,10,no
131,92800131,@PeteButtigieg You probably already know this... but stress is a massive problem in our country... ESPECIALLY with our veterans.,2019-06-28 10:46 +0000,36,0,0,0,0,2019,6,28,10,no
132,92800132,"@PeteButtigieg Oh, I forgot about homeless vets.  Because I was homeless.  Which sucks.  Because I am really a good guy.  I promise.  But I was homeless and that is scary.  I am terrified of ever being homeless again.  my brain buzzes and I can't sleep",2019-06-28 10:46 +0000,38,0,0,0,0,2019,6,28,10,no
133,92800133,@PeteButtigieg I forgot.  Never tell people what to do.  Suggest.  And trust they are smart enough to make their own decisions.,2019-06-28 10:45 +0000,45,0,0,0,0,2019,6,28,10,no
134,92800134,@PeteButtigieg It's probably just anxiety.  If you were cooped up in a weird environment and never got stimulation... you would be crazy too.  Take your dog for a walk.  And spay and neuter your pets.,2019-06-28 10:44 +0000,51,0,0,0,0,2019,6,28,10,no
135,92800135,"@PeteButtigieg Like I dream big dreams. Like... yeah, being a silly comedian with my friend scout.  He is a service animal.  But he is also... my friend.  Oh, and people out there... if your dog is crazy, it's because he or she (chose that order on purpos",2019-06-28 10:44 +0000,53,0,0,0,0,2019,6,28,10,no
136,92800136,"@PeteButtigieg *Sigh*  Yeah, part of my disability is that for the first time... I am learning that there might be dreams other than nightmares.",2019-06-28 10:42 +0000,40,0,0,0,0,2019,6,28,10,no
137,92800137,"@PeteButtigieg Also, pete.  So I told you about my dream to work for you.  Did I also tell you my dream about maybe being a comedian.  Or a therapist.  or like... a dog trainer.  I have lots of dreams I didn't know might maybe possibly... you know...",2019-06-28 10:41 +0000,33,2,0,0,0,2019,6,28,10,yes
138,92800138,"@PeteButtigieg sorry I lost you pete.  The button wasn't where I thought it would be.  UGH.  DUMB BRAIN.  anyways. yeah, WE WERE BOTH RIGHT.  It used to be a sporting goods store.  before that, a grocery store.  I had experience.  So I knew before AND aft",2019-06-28 10:40 +0000,36,0,0,0,0,2019,6,28,10,no
139,92800139,"Anyway, he told me he got the salad at this new market.  and I told him oh... you mean the old @Safeway and he said no, the old @SportsAuthority .

And I knew immediately he wasn't from the area.",2019-06-28 10:39 +0000,392,0,0,0,0,2019,6,28,10,yes
140,92800140,"Gender pronouns matter.  That's why that last tweet made your head hurt.  Well, it makes most adult's heads hurt too.  So be smarter than adults.  Know the difference between gender pronouns being important and overkill",2019-06-28 10:36 +0000,365,0,0,0,0,2019,6,28,10,yes
141,92800141,Crap... did I forget my story.  SO... I was talking to my teacher about his salad.  And I asked him where he got from... and she said to me that he got it from the... oh... I bet ya'll are confused by that sentence right.  Because our brains are kinda funny.,2019-06-28 10:35 +0000,370,0,0,0,0,2019,6,28,10,yes
142,92800142,"@PeteButtigieg You talked me down when I was considering checking myself in.  Thanks!

Oh, and I hope you and your husband sleep well.  Sleep is actually the best medicine.  I bet you science supports my supposition.  Because I am an analyst!",2019-06-28 10:25 +0000,44,0,0,0,0,2019,6,28,10,no
143,92800143,"@PeteButtigieg But I know you trust me because I trust you.  And so you won't be scared if I have an episode because you trust me!  and you listen!

Okay, I am really tired.  Thank you.  you have my vote.  god bless you and all the servants of the world.",2019-06-28 10:24 +0000,23,0,0,0,0,2019,6,28,10,no
144,92800144,@PeteButtigieg PTSD.  Good analyst.  Complex PTSD with disociative disorder.  So sometimes... I have dreams... sometimes terrible nightmares... oh the worst.  Like... I want to die bad.,2019-06-28 10:22 +0000,48,0,0,0,0,2019,6,28,10,no
145,92800145,"@PeteButtigieg So, yeah.  Rebel Analyst here.  Oh, and to whatever person tries to trademark rebel analyst... I honestly don't care... I got a million of these gems.  But if you do it, please use it for good.",2019-06-28 10:21 +0000,28,0,0,0,0,2019,6,28,10,no
146,92800146,@PeteButtigieg YOU WILL END UP LIKE CONGRESS!  and I know a thing or two about polls.  I don't care which candidate you throw up there.  Their poll numbers would still be better than CONGRESS's!,2019-06-28 10:20 +0000,39,0,0,0,0,2019,6,28,10,no
147,92800147,"@PeteButtigieg I am not telling you what to do, but trust your gut.  And don't lose that curiousity.  Your minds are fresh and uncluttered.  Do the most good with it while you can.  Because if you ever make the mistake of becoming an adult...",2019-06-28 10:19 +0000,26,0,0,0,0,2019,6,28,10,no
148,92800148,"@PeteButtigieg Yep, the answer is they are not the same.  And you probably got the answer right, because you know how to LISTEN.  Adults, we forget how to listen.",2019-06-28 10:18 +0000,21,0,0,0,0,2019,6,28,10,no
149,92800149,"@PeteButtigieg Oh, college students... I am sensing you wondering if adulting is the same as being an adult.  Is it the same?",2019-06-28 10:17 +0000,25,0,0,0,0,2019,6,28,10,no
150,92800150,"@PeteButtigieg Oh, I forgot about you college students.  You think adulting sucks.  Being an adult sucks.",2019-06-28 10:16 +0000,28,0,0,0,0,2019,6,28,10,no
151,92800151,@PeteButtigieg Oh and @JohnMcCain was an AMERICAN HERO.  So is John Steward for standing up for REAL heroes who NEED HELP.  What took congress SO stinking long.,2019-06-28 10:16 +0000,27,0,0,0,0,2019,6,28,10,no
152,92800152,"Oh and Pete, if you are president will you help end solatary confinement.  Because that's torture.  As a child who was once tortured... I know about it.",2019-06-28 10:15 +0000,380,0,0,0,0,2019,6,28,10,yes
153,92800153,"@PeteButtigieg Oh and speaking of ALL things CO, go Broncos. And I feel sad about Pat Bolen.  Hey, that's a feeling too!  Sad!",2019-06-28 10:14 +0000,25,0,0,0,0,2019,6,28,10,no
154,92800154,"@PeteButtigieg There are places for living... and places that should be visited.  Las Vegas.  Definitely visit.  Yeah, @LasVegasSun... I am on to you.  VISIT Las Vegas.  Yeah, visit and GO HOME!",2019-06-28 10:12 +0000,25,0,0,0,0,2019,6,28,10,no
155,92800155,"@PeteButtigieg As a native, let me tell you.. Coloradoans don't appreciate the majesty of this state.  It's like the people who live near disney land... it's really not a big deal and lots of people haven't gone.",2019-06-28 10:11 +0000,41,0,0,0,0,2019,6,28,10,no
156,92800156,"@PeteButtigieg Oh crud.  Hey pete, can we talk about @Colorado.  It's one of the best places on earth to live.  And that's why I am kinda frustrated with Colorado and everyone moving here.",2019-06-28 10:10 +0000,26,2,0,0,0,2019,6,28,10,yes
157,92800157,"@PeteButtigieg In my computer science class, I had a conversation about a grocery store I shop at.  I won't tell you what state I live in because Colorado is too full.  Seriously.",2019-06-28 10:09 +0000,36,0,0,0,0,2019,6,28,10,no
158,92800158,"@PeteButtigieg So, college students here are woke.  @FoxNews is 100% right.  But you are also 100% right.  Okay, college students... listen up.  This will only a little bit of your time.",2019-06-28 10:08 +0000,59,0,0,0,0,2019,6,28,10,no
159,92800159,@PeteButtigieg But uncomfortable comedy... that is amazing.  Because it helps us to explore uncomfortable feelings... while being safe because we trust that it will leave us feeling better.  And that helps us learn easier.,2019-06-28 10:07 +0000,24,0,0,0,0,2019,6,28,10,no
160,92800160,"@PeteButtigieg It's another form of oversight.  Hurtful comedy... well, it's not funny and that comedian would go out of business.",2019-06-28 10:06 +0000,25,0,0,0,0,2019,6,28,10,no
161,92800161,"@PeteButtigieg Okay, so that last one was ACTUALLY true.

Here is another thing I like about you... I have some favorite comedians... and my favorite ones are pretty... just wrong.  Because here is the thing about comedy.",2019-06-28 10:05 +0000,29,0,0,0,0,2019,6,28,10,no
162,92800162,"Oh no, not like that. Sorry @MichelleObama.  I don't mean like that.  She would never do that.  Oh, and nice book!  Small critique.  Well written... but you are SO tranquil that my girlfriend falls asleep.",2019-06-28 10:03 +0000,386,0,0,0,0,2019,6,28,10,yes
163,92800163,"@PeteButtigieg His mom is kinda a bears fan (whatever, @BarackObama , you can have her)",2019-06-28 10:02 +0000,28,0,0,0,0,2019,6,28,10,no
164,92800164,"@PeteButtigieg It was actually... ""uh-oh.""  Because I dropped this adorable little blue monkey.  It was one of the first gifts I bought for him.  Oh, you would LOVE him.  He is my pride and joy.",2019-06-28 10:01 +0000,38,0,0,0,0,2019,6,28,10,no
165,92800165,@PeteButtigieg Crap... I was really feeling that feeling.  I think the feeling is... sadness.  ANd then the feeling got too strong and I had to end it with a joke.,2019-06-28 10:00 +0000,22,0,0,0,0,2019,6,28,10,no
166,92800166,"@PeteButtigieg Did you know even though I barely got to see my son... his first words were with me... and do you know what his first words were...

it was daddy!",2019-06-28 09:59 +0000,24,0,0,0,0,2019,6,28,9,no
167,92800167,Because pete... I haven't seen my own son in 3 years because his mom thinks I am scary... and I am really not.  I have done my best.  I have so many pictures of him that I can share with you.,2019-06-28 09:58 +0000,383,1,0,0,0,2019,6,28,9,yes
168,92800168,"@PeteButtigieg Pete... if you get elected, do you know of any good attorneys that might consider taking my case for free?",2019-06-28 09:57 +0000,44,0,0,0,0,2019,6,28,9,no
169,92800169,I need to also tell you about helicopter mom's.  my exwife is an extreme helicopter mom.  And she truly LOVES my son.  But she is so protective that I haven't seen my son in 3 years.,2019-06-28 09:57 +0000,412,0,0,0,0,2019,6,28,9,yes
170,92800170,@PeteButtigieg Are we keeping our kids safe by arming our teachers and teaching them how to survive an active shooter?  Or are we teaching them that the world is a scary place and they have to be afraid?,2019-06-28 09:56 +0000,63,0,0,0,0,2019,6,28,9,no
171,92800171,"well, twitter.  I want to protect her in case the NSA is being all snoopy again.  Also, please don't judge.  But consider fixing that.  I know the world seems scary and we want to have the best protection possible...",2019-06-28 09:55 +0000,424,0,0,0,0,2019,6,28,9,yes
172,92800172,"@PeteButtigieg Well, Pete.  Oh, I should also ask you... Do you like to be called Pete?

I know that's kinda personal... And what is your Husband's name?  I would love to meet him!  I would love it if the two of you met my future wife.  Her name is a secr",2019-06-28 09:53 +0000,56,0,0,0,0,2019,6,28,9,no
173,92800173,"@PeteButtigieg But it all boils down to... do the right thing.  

Oh and Pete, I am going to be controversial here... but a good analyst knows how to back up his ideas... and is willing to look a little silly.  AND IF NECESSARY, look really silly...",2019-06-28 09:52 +0000,38,0,0,0,0,2019,6,28,9,no
174,92800174,"@PeteButtigieg Listening to myself, I am clearly neither a republican or a democrate.  I am a true independent.  That's what we learned in the military, right?  There is order to how we think!",2019-06-28 09:50 +0000,41,0,0,0,0,2019,6,28,9,no
175,92800175,"@PeteButtigieg oh yeah, why I am a really good analyst.  I am not always the best at solving problems.  But I am the best at asking really interesting questions.  Because they ask interesting questions.  That's why we innovate.",2019-06-28 09:49 +0000,28,0,0,0,0,2019,6,28,9,no
176,92800176,"@PeteButtigieg Pete... okay, so I have learned in the programming world... that formulas are the secret sauce.  Like people actually earn millions for a few lines of code.  Side note... capitalism is crazy!  It's pretty good overall.  Which comes to polit",2019-06-28 09:48 +0000,54,0,0,0,0,2019,6,28,9,no
177,92800177,@PeteButtigieg Everything will be okay.  I can't give any more details.  But what sucks is that... it's a veteran who is going to jail.  For a mistake.,2019-06-28 09:47 +0000,26,0,0,0,0,2019,6,28,9,no
178,92800178,"You should meet the veterans there.  Have i told you about my friend Kevin?

That's a frustrating story.  I can't tell you his last name because of those HIPPA laws.  Anyways, he is going to jail.  And he is really scared because he called me and he told me everything was going",2019-06-28 09:46 +0000,403,0,0,0,0,2019,6,28,9,yes
179,92800179,"They have lots of veterans there, ex alcoholics, people who suffered through depression and anxiety.  some who attempted suicide.  AND THAT'S JUST THE STAFF!",2019-06-28 09:45 +0000,411,0,0,0,0,2019,6,28,9,yes
180,92800180,@PeteButtigieg So there is a TV show that my friend watched that had a semi-colon.  As a tattoo.  And one my really amazing suicide prevention counselors in Hot Springs had one too!  That's what makes that place SO amazing.,2019-06-28 09:44 +0000,52,0,0,0,0,2019,6,28,9,no
181,92800181,"This one time... hold on.  This one time... sorry.  My brain is kinda fuzzy.  PTSD.  I hope i didn't worry you.  Whew.  

I want to get a tattoo.  It's a 1;0 and it's a nerdy joke.  You want to hear the joke?  Of course you do.",2019-06-28 09:43 +0000,426,0,0,0,0,2019,6,28,9,yes
182,92800182,"@PeteButtigieg He was here and spoke to the nice people at the VA here in fort collins when I call the suicide hotline.  Oh, and when I work for you.  Can I tell you about the VA and their suicide hotline.  Oh, their phones in general?",2019-06-28 09:41 +0000,51,1,0,0,0,2019,6,28,9,yes
183,92800183,ANd I assume his card is pretty old because he has that 90's hair.  It's pretty awkward and amazing.  You would like Frank.  He is also going to analyst school.  And he is really nice.  you would like him.,2019-06-28 09:40 +0000,393,0,0,0,0,2019,6,28,9,yes
184,92800184,"So, yeah.  Episode.  Didn't even know how to operate a coffee pot.  Thanks to my friend Frank... I think he might have a twitter acount... But you know... he is a little older and I assume he doesn't have twitter on his business card",2019-06-28 09:39 +0000,433,2,0,0,0,2019,6,28,9,yes
185,92800185,"@PeteButtigieg Crud.  I am not sure which of these is DM'ing you.  Because sometimes I click a button and @PeteButtigieg is in front of my words.  Sometimes not.  I am sure it would seem simple to normal people.  ANd when I am normal, I am also a normal p",2019-06-28 09:38 +0000,52,1,0,0,0,2019,6,28,9,yes
186,92800186,Good journalism costs money.  It takes time.  We live in a country that glorifies instant gratification.  And that's not bad either.  But there is something American about good old fashioned values.,2019-06-28 09:36 +0000,353,0,0,0,0,2019,6,28,9,yes
187,92800187,"Oh and the news.  That's not bad either.  Here is the problem... @CNN
and @FoxNews and @MSNBC... They do their best to report the news... but they are also beholden to their share holders.",2019-06-28 09:35 +0000,394,0,0,0,0,2019,6,28,9,yes
188,92800188,"OK... this is going to sound REALLY rude...  so try not to judge me too much.  I think that @realDonaldTrump is a pretty decent guy.  I sincerely do.  

Rude, right?

That isn't sarcasm.  It's true.",2019-06-28 09:33 +0000,374,0,0,0,0,2019,6,28,9,yes
189,92800189,"It's crazy, but... dude... healthcare cost is out of control.  SO... Oh, yeah.  I was applying to work for you.  That's why I am DM'ing you.",2019-06-28 09:30 +0000,352,0,0,0,0,2019,6,28,9,yes
190,92800190,"HONEST ANSWER.... it's not bad, but lot's of room for improvement.",2019-06-28 09:29 +0000,333,0,0,0,0,2019,6,28,9,yes
191,92800191,"Mental health is a HUGE issue in our country.  I know, preaching to the choir.  But seriously, I have been through our mental health system.  I can tell you a thing or two about how that looks.",2019-06-28 09:29 +0000,352,0,0,0,0,2019,6,28,9,yes
192,92800192,"So that's how I lost that job.  Technically, I didn't lose it.  I quit.  But in my defense.  I was SUPER triggered.

So... here is the thing...",2019-06-28 09:28 +0000,286,0,0,0,0,2019,6,28,9,no
193,92800193,REALLY good people.  But... here is the things.  I am good at numbers when my brain is working right.  And... well... people who are good at taking care of people... are not good at numbers.,2019-06-28 09:27 +0000,69,0,0,0,0,2019,6,28,9,no
194,92800194,"@PeteButtigieg But they felt a lot better.  Oh, there is a really good charity in PA.  I have to tell you about that some day too.  I used to be on the board of directors there.",2019-06-28 09:26 +0000,37,0,0,0,0,2019,6,28,9,no
195,92800195,"@PeteButtigieg So sometimes, I go a little crazy and I ask people to switch offices.  I wouldn't do it to be mean.  I would only do it so they felt more comfortable.  Yes, they had to change.  And that is VERY difficult.  Believe me!",2019-06-28 09:26 +0000,48,0,0,0,0,2019,6,28,9,no
196,92800196,People thought it was pretty weird at first.  But when things worked better... everyone decided that maybe weird wasn't so bad after all.,2019-06-28 09:25 +0000,78,0,0,0,0,2019,6,28,9,no
197,92800197,"And when you are triggered, you do weird things... like... what's really weird...

There was this one time I asked two girls to switch offices.",2019-06-28 09:24 +0000,76,0,0,0,0,2019,6,28,9,no
198,92800198,And that was really scary for me because... you know... I had to admit that I had a problem.  People tried to tell me what my problem was.  They would say... quit drinking!  or maybe you are bipolar!  Or maybe you are... ADD or ADHD,2019-06-28 09:23 +0000,106,0,0,0,0,2019,6,28,9,no
199,92800199,After my suicide attempt... I had some wonderful people love me enough to ask me to go to rehab.,2019-06-28 09:21 +0000,75,0,0,0,0,2019,6,28,9,no
200,92800200,"@PeteButtigieg No... it's more like... sometimes I have a wish.  And then I never act on it.  Because... PTSD.

Oh, and Pete... if you become president... will you take good care of the people of Hot Springs, SD",2019-06-28 09:21 +0000,63,0,0,0,0,2019,6,28,9,no
201,92800201,"OK, so I know I told you that I was going to bed.  But I forgot to tell you something.

When I am triggered, I don't really know how to differentiate between my dreams",2019-06-28 09:19 +0000,59,0,0,0,0,2019,6,28,9,no
202,92800202,"Oh.  I finally figured out that I am using too many words and I need to listen to my girlfriend and sleep.  Because that makes her feel better.  So good night, Pete!!!",2019-06-28 09:14 +0000,60,0,0,0,0,2019,6,28,9,no
203,92800203,Something about John Oliver and women's rights.  Like people think it's already in the constitution.,2019-06-28 09:13 +0000,54,1,0,0,1,2019,6,28,9,yes
204,92800204,"And my friends might think I am crazy.  But I don't think it is crazy to DM you to tell you that you have my vote.

P.S.  You have Scout's vote.  But legally, that doesn't matter.  Laws are weird.  Oh, and when you interview me...",2019-06-28 09:12 +0000,58,4,0,0,2,2019,6,28,9,yes
205,92800205,Long story short.  Veteran.  PTSD.  Trying super hard to get better.  And I decided to be radical and reach big and ask you if I can work for you.,2019-06-28 09:11 +0000,60,2,0,0,2,2019,6,28,9,yes
206,92800206,"Remind me to tell you about the time I was triggered and I felt a feeling.

And when I was thinking of politicians I trust... I thought of you.",2019-06-28 09:10 +0000,45,1,0,0,1,2019,6,28,9,yes
207,92800207,"P.S.  Remind me to tell you to about the time... Oh boy.  This is quite a story I have to tell you.

I am thinking you are going to laugh a lot.",2019-06-28 09:09 +0000,43,2,0,0,2,2019,6,28,9,yes
208,92800208,"@PeteButtigieg SO I have too many words.  That's why I have my service dog Scout.

He's my buddy!

Except he's not technically a service dog.  I mean legally.  He acts exactly like a service dog, but I am working on the paper work.",2019-06-28 09:08 +0000,51,3,0,0,0,2019,6,28,9,yes
209,92800209,"@PeteButtigieg Oh, and if I sent too many messages, I apologize.  I am learning to feel my feelings.  And... sometimes it looks kinda silly.  I know when I am feeling a feeling because I have...",2019-06-28 09:06 +0000,22,1,0,0,0,2019,6,28,9,yes
210,92800210,"@PeteButtigieg Oh, and in one of my models... I noticed a pattern that was PRETTY strong, if you know what I mean.  *wink-wink*",2019-06-28 09:05 +0000,48,0,0,0,0,2019,6,28,9,no
211,92800211,@PeteButtigieg I should probably also tell you that I am an Analyst and going to school for computer programming.  It's a nerdy programming language called R that I don't always understand... but it's interesting!,2019-06-28 09:04 +0000,39,4,0,0,0,2019,6,28,9,yes
212,92800212,"@PeteButtigieg Pete!  

I want to do what I can to help you get elected.  I will warn you that I am a veteran who is coming to terms with his PTSD and I am a little scared.  But I want to go big and apply to work for you.

How can I apply?

And would you",2019-06-28 09:02 +0000,54,0,0,0,0,2019,6,28,9,no
213,92800213,Actually in that context... we could accidentally have a crisis generated... because no one thought through the consequences of their actions. HUGE RED FLAG HERE!!!@TIME https://t.co/leQ1R3EhiW,2019-07-28 17:44 +0000,61,0,0,0,0,2019,7,28,17,no
214,92800214,@MSNBC @jacobsoboroff I know it’s early... but @PeteButtigieg is the dark horse I am watching closely.  I think @davidaxelrod would appreciate my keen observation.,2019-07-28 17:41 +0000,204,5,0,0,4,2019,7,28,17,yes
215,92800215,@KDTrey5 my bonus son says that you are awesome on Twitter and would reply back!!! @dusty_pretty,2019-07-28 17:37 +0000,30,0,0,0,0,2019,7,28,17,no
216,92800216,@PearlsFromMyrna AMEN TO THAT!!!  @dusty_pretty,2019-07-24 21:47 +0000,108,0,0,0,0,2019,7,24,21,no
217,92800217,@HMTabletop I would know more!!!,2019-07-24 04:22 +0000,22,1,0,1,0,2019,7,24,4,yes
218,92800218,@VancityReynolds @dusty_pretty Farts didn’t wake her. But the smell of a cigarette from an open window sure did. Oh and have you seen my dog Scout? He is awesome! You would like him!,2019-07-23 11:06 +0000,30,0,0,0,0,2019,7,23,11,no
219,92800219,"@VancityReynolds Have you ever farted and wondered how the smell didn’t wake up your partner?
No reason I asked. Just popped into my head. @dusty_pretty",2019-07-23 08:54 +0000,30,0,0,0,0,2019,7,23,8,no
220,92800220,@dusty_pretty This one is for you. https://t.co/w1CH60AHJY,2019-07-23 02:53 +0000,17,0,0,0,0,2019,7,23,2,no
221,92800221,@PearlsFromMyrna Amen to that. That tells me more about someone than whether they chose under or over for how their toilet paper is rolled.,2019-07-23 02:52 +0000,220,5,0,0,5,2019,7,23,2,yes
222,92800222,"@AngelaP1121 @dusty_pretty Do you remember when we were young and we knew that one day we would be writers?

Well, we knew a secret about writing.  And we were right.  About writing.

Do you remember The Secret to being phenomenal writers???  @thesecret",2019-07-22 22:26 +0000,22,2,0,1,1,2019,7,22,22,yes
223,92800223,"@Forbes Scout has a guess... he says a Volcano has A LOT of CO2.  But he's a dog.  Here is Scout, BTW!!! https://t.co/meH49mopb0",2019-07-22 22:12 +0000,244,11,0,0,0,2019,7,22,22,yes
224,92800224,"@HuffPost @dusty_pretty @Chas10Buttigieg @dusty_pretty @ewarren This is going to sound radical.  

But Scout wonders if maybe everyone is just tired of being told what to worry about.  

@realDonaldTrump isn't perfect.  But he reminds people that there ar",2019-07-22 22:12 +0000,121,1,0,0,1,2019,7,22,22,yes
225,92800225,"Okay, everyone.  I have to go do homework now.  I trust you will all stay super awesome and keep doing a great job!",2019-07-22 22:08 +0000,88,0,0,0,0,2019,7,22,22,no
226,92800226,"@AngelaP1121 Hey, Angela Pierce!  I am able to Twitter again!  Here is my dog Scout!!!  YOU WOULD LOVE HIM.  Seriously.  He is awesome.  I taught him how to sit so he can play with his cat toy.  Also, here is a picture. https://t.co/ECy76yWGXs",2019-07-22 22:07 +0000,26,2,0,0,1,2019,7,22,22,yes
227,92800227,"@PeteButtigieg @JasonKander @Chas10Buttigieg @VancityReynolds @dusty_pretty 

I am up to 15 followers.  It's a small start but I am catching up to you fast.  It helps to have Scout!!!  He is ALL AMERICAN dog!!!  He's also my service dog.  Thanks Scout! ht",2019-07-22 22:04 +0000,99,2,0,0,0,2019,7,22,22,yes
228,92800228,@Alyssa_Everett @GoodGuyPete2020 @PeteButtigieg @Eminem @denicefrohman @alfranken @AJemaineClement @JohnMulaney @Lesdoggg Now this is interesting!!!,2019-07-17 21:37 +0000,106,4,0,0,2,2019,7,17,21,yes
229,92800229,@GoodGuyPete2020 @PeteButtigieg @Eminem @denicefrohman My best no context #Squad 1. @dusty_pretty 2. @POTUS44 3. @tomhanks 4. @anthonyjeselnik  and include any significant others or life mates. So add @paulocoelho. Yep. #DreamTeam,2019-07-17 21:35 +0000,76,2,0,0,1,2019,7,17,21,yes
230,92800230,@CryptoCobain Word.,2019-07-17 08:56 +0000,387,0,0,0,0,2019,7,17,8,yes
231,92800231,@PhilJackson11 I want to meet you.  I admire the work you did with @Jumpman23 and @SHAQ and @kobebryant.  And @ScottiePippen And @dennisrodman .  So I would like to just have a cup of coffee and listen to a story.  Oh and here is scout! #SuddenlyZen,2019-07-17 08:49 +0000,71,1,0,0,0,2019,7,17,8,yes
232,92800232,"@prattprattpratt @AnnaKendrick47 @azizansari @chrissyteigen @VancityReynolds @mindykaling @ConanOBrien @evilhag My money is on Aubrey Plaza.  But it could be any of you.    Right, Ryan?  And Pratt? And Mindy!!!  #SuddenlyZen",2019-07-17 08:42 +0000,208,4,0,0,0,2019,7,17,8,yes
233,92800233,@TheDailyShow @LastWeekTonight @BovineMetro @SecondCityLA @amyschumer @CNN @Foxnews @DaveChappelle @MSNBC  Which one of you will be the first to figure out why #SuddenlyZen has the potential to go VERY viral.,2019-07-17 08:36 +0000,113,0,0,0,0,2019,7,17,8,no
234,92800234,"@WSJ @LastWeekTonight @HBO In case you are sad about #GameOfThronesFinale  Well, I make @LastWeekTonight my official platform for reporting.  And I have a feeling it's going to be a heck of a story.    Who do I talk to about setting up an interview?",2019-07-17 08:28 +0000,47,0,0,0,0,2019,7,17,8,no
235,92800235,@_carrienet_ OMG... PUPPY!!!,2019-07-17 08:17 +0000,33,0,0,0,0,2019,7,17,8,no
236,92800236,"@_carrienet_ BWAHAHAHAHAHAHA.... OH, THAT IS A GOOD ONE!",2019-07-17 08:17 +0000,28,0,0,0,0,2019,7,17,8,no
237,92800237,"@_carrienet_ I don't think your parts are broken at all.  And of course you will love yourself.

I sent you a few DM's.  You might want to check them out.",2019-07-17 08:16 +0000,59,0,0,0,0,2019,7,17,8,no
238,92800238,@JasonKander @JasonKander JUST KIDDING! I meant Kander. Seriously though... wings. I’ll buy. I have some questions...,2019-07-17 07:33 +0000,126,0,0,0,0,2019,7,17,7,no
239,92800239,@JasonKander I appreciate your Kandor. I mean Candor. KC isn’t that far away from me. Wanna grab some wings? I gotta warn you. Broncos fan.,2019-07-17 07:31 +0000,93,0,0,0,0,2019,7,17,7,no
240,92800240,@seanhannity I challenged @seanhannity to a silent contest. Whomever stayed silent longer on live TV wins! I am betting on me!!!!,2019-07-17 07:29 +0000,43,1,0,0,1,2019,7,17,7,yes
241,92800241,@RobertFoster4MS Dude... oh my. It might be better he PTSD... but I actually think you have no idea how bad this sounds to a lot of Americans.,2019-07-17 07:27 +0000,67,0,0,0,0,2019,7,17,7,no
